id,time
1139698269590655000,2019-06-15T00:56:56+00:00
1267426911170424800,2020-06-01T12:04:57+00:00
1269588040529465300,2020-06-07T11:12:31+00:00
1272369955892158500,2020-06-15T03:26:51+00:00
1345112417165049900,2021-01-01T20:59:25+00:00
963824726757036000,2018-02-14T17:18:16+00:00
863525771255705600,2017-05-13T22:46:02+00:00
1271595021612056600,2020-06-13T00:07:32+00:00
1297030628693676000,2020-08-22T04:39:34+00:00
1270118941214548000,2020-06-08T22:22:07+00:00
1274888154395205600,2020-06-22T02:13:16+00:00
775403860370284500,2016-09-12T18:41:01+00:00
1459849401753653200,2021-11-14T11:43:14+00:00
1268921225713275000,2020-06-05T15:02:50+00:00
1292154615220318200,2020-08-08T17:44:01+00:00
1269551834852712400,2020-06-07T08:48:39+00:00
1268731093550878700,2020-06-05T02:27:19+00:00
1270226707002167300,2020-06-09T05:30:21+00:00
1268921869924814800,2020-06-05T15:05:23+00:00
753024660133056500,2016-07-13T00:34:04+00:00
1411071250638815200,2021-07-02T21:16:17+00:00
1270532792930140200,2020-06-10T01:46:37+00:00
1318406922245148700,2020-10-20T04:21:19+00:00
1298999837527093200,2020-08-27T15:04:30+00:00
751608170901110800,2016-07-09T02:45:26+00:00
1266798895654334500,2020-05-30T18:29:27+00:00
1268166597316837400,2020-06-03T13:04:12+00:00
1273921216764612600,2020-06-19T10:11:01+00:00
1308486374253883400,2020-09-22T19:20:36+00:00
1269524423234564000,2020-06-07T06:59:43+00:00
1273603425503187000,2020-06-18T13:08:13+00:00
1273808145693851600,2020-06-19T02:41:42+00:00
1280843729411149800,2020-07-08T12:38:36+00:00
1267013540272935000,2020-05-31T08:42:22+00:00
1270873828722385000,2020-06-11T00:21:47+00:00
1273542581041811500,2020-06-18T09:06:27+00:00
1271506157903835100,2020-06-12T18:14:26+00:00
547278548818751500,2014-12-23T06:32:28+00:00
1297981607299690500,2020-08-24T19:38:25+00:00
1056247260898574300,2018-10-27T18:12:25+00:00
1318274264622108700,2020-10-19T19:34:11+00:00
1271568622880727000,2020-06-12T22:22:38+00:00
1360272420733608000,2021-02-12T16:59:52+00:00
1272514073616408600,2020-06-15T12:59:31+00:00
1266833170369896400,2020-05-30T20:45:39+00:00
1270418377203282000,2020-06-09T18:11:59+00:00
1139849717217660900,2019-06-15T10:58:44+00:00
1350210457404137500,2021-01-15T22:37:13+00:00
1273080543656149000,2020-06-17T02:30:28+00:00
866696197859356700,2017-05-22T16:44:10+00:00
1335749046456213500,2020-12-07T00:52:44+00:00
680914467618701300,2015-12-27T00:53:54+00:00
1280925553353162800,2020-07-08T18:03:45+00:00
1406006794208546800,2021-06-18T21:51:56+00:00
1275482106337124400,2020-06-23T17:33:26+00:00
1309275065679134700,2020-09-24T23:34:35+00:00
896941537740808200,2017-08-14T03:48:21+00:00
1271855535571247000,2020-06-13T17:22:44+00:00
1381525895190442000,2021-04-12T08:33:35+00:00
878124309268406300,2017-06-23T05:35:24+00:00
1267942084604018700,2020-06-02T22:12:04+00:00
1331372815178625000,2020-11-24T23:03:09+00:00
885202497673080800,2017-07-12T18:21:36+00:00
1279396271548174300,2020-07-04T12:46:55+00:00
1177938138326618000,2019-09-28T13:28:31+00:00
1298852344394702800,2020-08-27T05:18:25+00:00
1268491988476858400,2020-06-04T10:37:12+00:00
1274650191098974200,2020-06-21T10:27:42+00:00
1285830333649174500,2020-07-22T06:53:35+00:00
1286780797261877200,2020-07-24T21:50:23+00:00
1276263032696471600,2020-06-25T21:16:33+00:00
1139915619606958100,2019-06-15T15:20:36+00:00
1269802701451214800,2020-06-08T01:25:30+00:00
1354386152082477000,2021-01-27T11:09:56+00:00
1268209666699546600,2020-06-03T15:55:21+00:00
1083214498171768800,2019-01-10T04:10:36+00:00
635788049436164100,2015-08-24T12:17:38+00:00
1268653980655276000,2020-06-04T21:20:54+00:00
1268721177763119000,2020-06-05T01:47:55+00:00
1295835542936907800,2020-08-18T21:30:43+00:00
1280486020102992000,2020-07-07T12:57:12+00:00
1404917920287887400,2021-06-15T21:45:08+00:00
1279505456277319700,2020-07-04T20:00:47+00:00
1277992166946726000,2020-06-30T15:47:31+00:00
1267429965089386500,2020-06-01T12:17:06+00:00
1333039000077148200,2020-11-29T13:23:58+00:00
1285807539091693600,2020-07-22T05:23:01+00:00
1287470686848524300,2020-07-26T19:31:46+00:00
1272375750973427700,2020-06-15T03:49:53+00:00
1268318101994721300,2020-06-03T23:06:14+00:00
1276171794437849000,2020-06-25T15:14:00+00:00
1357214491180601300,2021-02-04T06:28:45+00:00
1470596517400621000,2021-12-14T03:28:26+00:00
1268677569265598500,2020-06-04T22:54:38+00:00
1279095855161753600,2020-07-03T16:53:10+00:00
1332856734692438000,2020-11-29T01:19:43+00:00
751244761734844400,2016-07-08T02:41:23+00:00
1320478554132488200,2020-10-25T21:33:15+00:00
1381578955635982300,2021-04-12T12:04:26+00:00
1274711869572493300,2020-06-21T14:32:47+00:00
1276838614576627700,2020-06-27T11:23:42+00:00
1270717722762965000,2020-06-10T14:01:28+00:00
1269317348206444500,2020-06-06T17:16:53+00:00
1298060762200649700,2020-08-25T00:52:57+00:00
1266835758230503400,2020-05-30T20:55:56+00:00
1287740202010673200,2020-07-27T13:22:43+00:00
909272433672228900,2017-09-17T04:26:56+00:00
1314872653740638200,2020-10-10T10:17:24+00:00
1291264845678092300,2020-08-06T06:48:24+00:00
1268873627644170200,2020-06-05T11:53:42+00:00
1266760916433068000,2020-05-30T15:58:32+00:00
876577244109574100,2017-06-18T23:07:55+00:00
1351603564355924000,2021-01-19T18:52:55+00:00
1274530121391788000,2020-06-21T02:30:35+00:00
1308901723449299000,2020-09-23T22:51:03+00:00
1269144558786445300,2020-06-06T05:50:17+00:00
1302982447555055600,2020-09-07T14:49:58+00:00
1278598181995966500,2020-07-02T07:55:36+00:00
1321114353018544000,2020-10-27T15:39:41+00:00
802651080903508000,2016-11-26T23:11:44+00:00
1273992126418780200,2020-06-19T14:52:47+00:00
1270911800758993000,2020-06-11T02:52:40+00:00
805820122724237300,2016-12-05T17:04:23+00:00
1318501920592580600,2020-10-20T10:38:49+00:00
897477796628500500,2017-08-15T15:19:15+00:00
1298754603853525000,2020-08-26T22:50:01+00:00
633795957365321700,2015-08-19T00:21:46+00:00
1313000796083155000,2020-10-05T06:19:18+00:00
548273319741366300,2014-12-26T00:25:20+00:00
1270021060830867500,2020-06-08T15:53:11+00:00
1384621265982398500,2021-04-20T21:33:29+00:00
1271073377202188300,2020-06-11T13:34:43+00:00
540370895588438000,2014-12-04T05:03:55+00:00
1369700694941446100,2021-03-10T17:24:28+00:00
1267392603131187200,2020-06-01T09:48:38+00:00
729707722464186400,2016-05-09T16:20:53+00:00
891875500087496700,2017-07-31T04:17:44+00:00
1301240313827266600,2020-09-02T19:27:21+00:00
1274084950438887400,2020-06-19T21:01:38+00:00
1280496814379204600,2020-07-07T13:40:05+00:00
1269069794306748400,2020-06-06T00:53:11+00:00
1405535721469878300,2021-06-17T14:40:04+00:00
1317158209027674000,2020-10-16T17:39:23+00:00
1320577477069033500,2020-10-26T04:06:20+00:00
1274007456012808200,2020-06-19T15:53:42+00:00
1279621217004204000,2020-07-05T03:40:47+00:00
747457629375500300,2016-06-27T15:52:40+00:00
1353668030228816000,2021-01-25T11:36:22+00:00
1394491774387724300,2021-05-18T03:15:22+00:00
1346965180450631700,2021-01-06T23:41:39+00:00
1279830076230697000,2020-07-05T17:30:42+00:00
752631041937072100,2016-07-11T22:29:58+00:00
1083070007066669000,2019-01-09T18:36:26+00:00
1351349609449226200,2021-01-19T02:03:48+00:00
1268904345724235800,2020-06-05T13:55:45+00:00
1326926019463360500,2020-11-12T16:33:10+00:00
1268865120148566000,2020-06-05T11:19:53+00:00
880842459047239700,2017-06-30T17:36:22+00:00
1279917313676935200,2020-07-05T23:17:21+00:00
1270081270702157800,2020-06-08T19:52:26+00:00
1289843403425890300,2020-08-02T08:40:06+00:00
1394684939417919500,2021-05-18T16:02:56+00:00
1269535184598204400,2020-06-07T07:42:29+00:00
1271949651206451200,2020-06-13T23:36:43+00:00
1271681206778724400,2020-06-13T05:50:01+00:00
1281740434780434400,2020-07-11T00:01:47+00:00
1270440201589047300,2020-06-09T19:38:42+00:00
1265485950932537300,2020-05-27T03:32:16+00:00
574328333984399360,2015-03-07T21:58:39+00:00
1287544212389605400,2020-07-27T00:23:56+00:00
1268508838967292000,2020-06-04T11:44:09+00:00
1270058489386131500,2020-06-08T18:21:55+00:00
1276180675436204000,2020-06-25T15:49:17+00:00
1298553996190376000,2020-08-26T09:32:53+00:00
1275087574776897500,2020-06-22T15:25:42+00:00
1308849665044025300,2020-09-23T19:24:12+00:00
1274895004415246300,2020-06-22T02:40:30+00:00
1267776022218408000,2020-06-02T11:12:12+00:00
1269855574625325000,2020-06-08T04:55:36+00:00
1288491422623006700,2020-07-29T15:07:48+00:00
1299477992255688700,2020-08-28T22:44:31+00:00
1294392900638449700,2020-08-14T21:58:10+00:00
1271505476589674500,2020-06-12T18:11:43+00:00
1282836356369195000,2020-07-14T00:36:35+00:00
1310286659095683000,2020-09-27T18:34:18+00:00
1266196421968982000,2020-05-29T02:35:26+00:00
1309504343519957000,2020-09-25T14:45:39+00:00
1336628435901436000,2020-12-09T11:07:07+00:00
1268488842274889700,2020-06-04T10:24:42+00:00
1298606422092124200,2020-08-26T13:01:12+00:00
1274346675818152000,2020-06-20T14:21:38+00:00
1421652141152690200,2021-08-01T02:00:58+00:00
1272010055752220700,2020-06-14T03:36:44+00:00
1267136154954064000,2020-05-31T16:49:36+00:00
801784405643690000,2016-11-24T13:47:53+00:00
1271882189781692400,2020-06-13T19:08:39+00:00
1292868335433121800,2020-08-10T17:00:06+00:00
878358541966299100,2017-06-23T21:06:10+00:00
658292152682713100,2015-10-25T14:40:54+00:00
1270418266067001300,2020-06-09T18:11:32+00:00
1253154734241964000,2020-04-23T02:52:25+00:00
1258421834472718300,2020-05-07T15:42:00+00:00
1272225269110042600,2020-06-14T17:51:55+00:00
1290131336984965000,2020-08-03T03:44:14+00:00
1272160395470557200,2020-06-14T13:34:08+00:00
1352696032044458000,2021-01-22T19:14:00+00:00
1271792660538409000,2020-06-13T13:12:53+00:00
1465273212732911600,2021-11-29T10:55:32+00:00
750909375741440000,2016-07-07T04:28:41+00:00
1269948328885837800,2020-06-08T11:04:10+00:00
1268700386359197700,2020-06-05T00:25:18+00:00
754900195582873600,2016-07-18T04:46:46+00:00
1396118783350169600,2021-05-22T15:00:31+00:00
1268646594519478300,2020-06-04T20:51:33+00:00
1272534977394225200,2020-06-15T14:22:35+00:00
1270659856140132400,2020-06-10T10:11:32+00:00
644314872818237400,2015-09-17T01:00:11+00:00
1265771262300713000,2020-05-27T22:26:00+00:00
1416554266991358000,2021-07-18T00:23:50+00:00
1271242828471910400,2020-06-12T00:48:03+00:00
1273680877416075300,2020-06-18T18:15:59+00:00
1285244214201254000,2020-07-20T16:04:34+00:00
1397736962103156700,2021-05-27T02:10:35+00:00
1067609875277103100,2018-11-28T02:43:24+00:00
1298307997626708000,2020-08-25T17:15:22+00:00
1269474067033309200,2020-06-07T03:39:37+00:00
1272069154774843400,2020-06-14T07:31:35+00:00
793011820185256000,2016-10-31T08:48:46+00:00
1275256132572000300,2020-06-23T02:35:29+00:00
1320250486814089200,2020-10-25T06:26:59+00:00
1271611602303934500,2020-06-13T01:13:26+00:00
1255984164953718800,2020-04-30T22:15:34+00:00
1269012048509313000,2020-06-05T21:03:44+00:00
1270327827267825700,2020-06-09T12:12:10+00:00
926502918517411800,2017-11-03T17:34:44+00:00
1272264093068648400,2020-06-14T20:26:11+00:00
1270879015134548000,2020-06-11T00:42:23+00:00
1297998814364618800,2020-08-24T20:46:47+00:00
1272350246883004400,2020-06-15T02:08:32+00:00
686605001259483100,2016-01-11T17:46:03+00:00
911887777914081300,2017-09-24T09:39:22+00:00
1273768586318766000,2020-06-19T00:04:31+00:00
751526786563870700,2016-07-08T21:22:03+00:00
1270797949224849400,2020-06-10T19:20:16+00:00
1281071867990806500,2020-07-09T03:45:09+00:00
1297968671499997200,2020-08-24T18:47:01+00:00
1265805500442120200,2020-05-28T00:42:03+00:00
1271111673374482400,2020-06-11T16:06:53+00:00
1298021783027748900,2020-08-24T22:18:03+00:00
540598618038624260,2014-12-04T20:08:49+00:00
1004450842970243100,2018-06-06T19:51:57+00:00
1299034280358604800,2020-08-27T17:21:21+00:00
1268067345525809200,2020-06-03T06:29:49+00:00
1372582543522943000,2021-03-18T16:15:54+00:00
598673465391054800,2015-05-14T02:17:31+00:00
1269218459008725000,2020-06-06T10:43:56+00:00
1436764091918422000,2021-09-11T18:50:27+00:00
1273599381376303000,2020-06-18T12:52:09+00:00
1402148730841841700,2021-06-08T06:21:22+00:00
1273883501838741500,2020-06-19T07:41:09+00:00
1271192792878977000,2020-06-11T21:29:14+00:00
594787733358403600,2015-05-03T08:57:00+00:00
1288554506679066600,2020-07-29T19:18:29+00:00
1269921987775942700,2020-06-08T09:19:30+00:00
1270922607240589300,2020-06-11T03:35:36+00:00
1285285320125284400,2020-07-20T18:47:54+00:00
975924762923987000,2018-03-20T02:39:29+00:00
904509453965426700,2017-09-04T01:00:33+00:00
1338281247970369500,2020-12-14T00:34:48+00:00
1298084241193017300,2020-08-25T02:26:14+00:00
1269301528764055600,2020-06-06T16:14:01+00:00
1267183055367741400,2020-05-31T19:55:58+00:00
1402009842517115000,2021-06-07T21:09:29+00:00
1270374994686558200,2020-06-09T15:19:35+00:00
1084628642661945300,2019-01-14T01:49:54+00:00
1269146525713813500,2020-06-06T05:58:05+00:00
1303051350385848300,2020-09-07T19:23:46+00:00
1274690987454075000,2020-06-21T13:09:48+00:00
1285410188141486000,2020-07-21T03:04:05+00:00
1276503847465365500,2020-06-26T13:13:28+00:00
1350573360665792500,2021-01-16T22:39:16+00:00
1268685493434298400,2020-06-04T23:26:07+00:00
881711228279812100,2017-07-03T03:08:32+00:00
1269065239724732400,2020-06-06T00:35:05+00:00
1284940662144729000,2020-07-19T19:58:21+00:00
1265676919422414800,2020-05-27T16:11:07+00:00
1311298554359615500,2020-09-30T13:35:12+00:00
933486074361499600,2017-11-23T00:03:18+00:00
751273687853113300,2016-07-08T04:36:19+00:00
1267282490718371800,2020-06-01T02:31:05+00:00
1268635430620192800,2020-06-04T20:07:11+00:00
1282900761911779300,2020-07-14T04:52:31+00:00
1281219018456797200,2020-07-09T13:29:52+00:00
1297998830047199200,2020-08-24T20:46:51+00:00
1267942869647704000,2020-06-02T22:15:12+00:00
1269606460196978700,2020-06-07T12:25:42+00:00
1268167234846888000,2020-06-03T13:06:44+00:00
1380897134694776800,2021-04-10T14:55:07+00:00
1271789075545145300,2020-06-13T12:58:38+00:00
1268416993423573000,2020-06-04T05:39:11+00:00
1287126723335790600,2020-07-25T20:44:59+00:00
981210872952574000,2018-04-03T16:44:36+00:00
1269347732625358800,2020-06-06T19:17:37+00:00
1305124292921905200,2020-09-13T12:40:54+00:00
1323442340858572800,2020-11-03T01:50:17+00:00
1270340078825435100,2020-06-09T13:00:51+00:00
538178919711903740,2014-11-28T03:53:47+00:00
1268318722814427100,2020-06-03T23:08:42+00:00
553350870998745100,2015-01-09T00:41:43+00:00
1266376248550232000,2020-05-29T14:30:00+00:00
1268822060492439600,2020-06-05T08:28:47+00:00
1288159079140139000,2020-07-28T17:07:11+00:00
913881302885167100,2017-09-29T21:40:56+00:00
1270181856760205300,2020-06-09T02:32:08+00:00
914581033298907100,2017-10-01T20:01:25+00:00
1039986191192477700,2018-09-12T21:16:44+00:00
1269214499321544700,2020-06-06T10:28:12+00:00
862003090823802900,2017-05-09T17:55:26+00:00
1269002391845605400,2020-06-05T20:25:21+00:00
1271960387446022100,2020-06-14T00:19:22+00:00
1272190129600450600,2020-06-14T15:32:17+00:00
753037282681167900,2016-07-13T01:24:13+00:00
1267746917062246400,2020-06-02T09:16:33+00:00
1315117504604242000,2020-10-11T02:30:21+00:00
1286600544698732500,2020-07-24T09:54:08+00:00
1268236386991329300,2020-06-03T17:41:32+00:00
750720866825023500,2016-07-06T15:59:37+00:00
1405975745848131600,2021-06-18T19:48:34+00:00
1272506445674754000,2020-06-15T12:29:13+00:00
1276270742007681000,2020-06-25T21:47:11+00:00
1271070658336825300,2020-06-11T13:23:54+00:00
1278698713054142500,2020-07-02T14:35:04+00:00
1295963858209824800,2020-08-19T06:00:36+00:00
1271011765585928200,2020-06-11T09:29:53+00:00
878014907022590000,2017-06-22T22:20:41+00:00
1274502503334326300,2020-06-21T00:40:50+00:00
1282025885013606400,2020-07-11T18:56:04+00:00
547251532542926850,2014-12-23T04:45:07+00:00
1266800185918668800,2020-05-30T18:34:34+00:00
1277565791760715800,2020-06-29T11:33:15+00:00
1287474993794879500,2020-07-26T19:48:53+00:00
1273702267758108700,2020-06-18T19:40:59+00:00
1269391043117580300,2020-06-06T22:09:43+00:00
1347005499670229000,2021-01-07T02:21:51+00:00
1270730030323204000,2020-06-10T14:50:22+00:00
1272504285994025000,2020-06-15T12:20:38+00:00
1270139657313869800,2020-06-08T23:44:27+00:00
751430292104097800,2016-07-08T14:58:37+00:00
1268236508919668700,2020-06-03T17:42:01+00:00
1265421451760263200,2020-05-26T23:15:59+00:00
1299028544253833200,2020-08-27T16:58:34+00:00
1257085446573551600,2020-05-03T23:11:40+00:00
1265773489774100500,2020-05-27T22:34:51+00:00
1302680241740099600,2020-09-06T18:49:06+00:00
811222440906924000,2016-12-20T14:51:16+00:00
1280115411074375700,2020-07-06T12:24:32+00:00
1419809496927379500,2021-07-26T23:58:57+00:00
1266257827917557800,2020-05-29T06:39:26+00:00
1272569715391692800,2020-06-15T16:40:38+00:00
961588287596105700,2018-02-08T13:11:27+00:00
1276804663069704200,2020-06-27T09:08:48+00:00
1269696534469152800,2020-06-07T18:23:38+00:00
1270460552754716700,2020-06-09T20:59:34+00:00
881987872001327100,2017-07-03T21:27:49+00:00
1473119526548086800,2021-12-21T02:33:59+00:00
1296620485741076500,2020-08-21T01:29:48+00:00
1271263142207615000,2020-06-12T02:08:46+00:00
1325720490992828400,2020-11-09T08:42:50+00:00
1269143022010355700,2020-06-06T05:44:10+00:00
947263554775912400,2017-12-31T00:30:05+00:00
1343990709095968800,2020-12-29T18:42:09+00:00
938305280533770200,2017-12-06T07:13:06+00:00
804788797867106300,2016-12-02T20:46:16+00:00
1297945130855432200,2020-08-24T17:13:28+00:00
1271749061645930500,2020-06-13T10:19:38+00:00
1268871505842061300,2020-06-05T11:45:16+00:00
1268404821893107700,2020-06-04T04:50:50+00:00
1082745802869694500,2019-01-08T21:08:10+00:00
1280272625370116000,2020-07-06T22:49:14+00:00
979221178706427900,2018-03-29T04:58:16+00:00
1476604629077090300,2021-12-30T17:22:32+00:00
1271835579647512600,2020-06-13T16:03:26+00:00
1288617804497916000,2020-07-29T23:30:00+00:00
1270547691911753700,2020-06-10T02:45:50+00:00
836928866660855800,2017-03-01T13:19:25+00:00
